REF_NO,REF_NO2,REF_NO3,DESCRIP,BRAND_LINE,BRAND_LIN2,SUPP_CODE,GROUP,MAINGROUP,MR_COST,AVE_COST,MR_LNDCOST,CURRENCY,UNITS,UNITS2,SUPP_UNIT,STK_LOC1,OP_AVCOST,MRK_COST,BATPROM1,PROMQTY,TOT_DAMQTY,LAST_RECDT,LAST_ISSDT,QTY_ORDER,EXPECTDTE,PRICE_WSCH,PRICE_RTCH,PRICE_VNCH,PRICE_UNIT,OPSTKLOC,OPENDTE,PURCCODE,SALECODE,IBCODE,BATCST1,BATLNDCST1,BATQTY1,BATDTE1,BATORD1,LAT_PRICE,CSOCODE,LST_INVNO,LST_GRVNO,CNT_ORIGN,DISCOUNT,OFF_PRICE,BAR_CODE,IB
CD-426018000,CDIOR,F426018000,FOREVER DSSD WITH DUMMY,1003,,16-120P,,,0,0,0,USD,PCS,1,1,1,0,0,2,0,0,7/5/2009,10/3/2011,0,,0,0,0,1,1,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426019000,CDIOR,F426019000,FOREVER DSSD W/OUT DUMMY,1003,,16-120P,,,0,0,0,USD,PCS,1,1,1,0,0,2,0,0,7/5/2009,10/3/2011,0,,0,0,0,1,1,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426020000,CDIOR,F426020000,FOREVER FLUID 1/2 GRID,1003,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426021000,CDIOR,F426021000,ICONIC 1/2 GRID DSS2,1003,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426023000,CDIOR,F426023000,DSS2 DIOR BRONZE BLUSH 1/2 GRID,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426024000,CDIOR,F426024000,DIOR COSMATIC DSS2 DIORSHOW W/PROOF,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426025000,CDIOR,F426025000,DIORSHOW GRID DSS2,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,9/9/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,9/9/2009,10-7624,0,,, 2090296,,0,0,,
CD-426026000,CDIOR,F426026000,MAT SUNSHINE GRID,0348,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426027000,CDIOR,F426027000,ROUGE DIOR LIPSTICK 1/2 GRID,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426029000,CDIOR,F426029000,DIOR COSMETICS GRID DIORSKIN POWDER,1003,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426030000,CDIOR,F426030000,DIORSKIN POWDER 1/2 GRID DSS2,1003,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426031000,CDIOR,F426031000,DIOR SKIN ECLAT SATIN 1/2 GRID,1003,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426032000,CDIOR,F426032000,1 COLOUR 1/2 GRID WITH DUMMY,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426755041,CDIOR,F426755041,E.SHOW+DBROW 1/2 GRID DSS2,0154,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755040,CDIOR,F426755040,GLOSS SHOW 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755039,CDIOR,F426755039,D POWDER +SKIN FLASH 1/2 GRID,0164,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755038,CDIOR,F426755038,PRO CHEEKS 1/2 DSS2,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755036,CDIOR,F426755036,BACKSTAGE M/UP 1/2 GRID DSS2,0164,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755035,CDIOR,F426755035,DA ULT GL REFLECT 1/2 GRID,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426755013,CDIOR,F426755013,DA HIGH SHINE 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,9/9/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,9/9/2009,10-7624,0,,, 2090296,,0,0,,
CD-426755012,CDIOR,F126755012,DA HIGH 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090222,,0,0,,
CD-426055000,CDIOR,F426055000,5 COLOR IRIDESCENT 1/2 GRID,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426046000,CDIOR,F426046000,NEW DIORKISS 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426045000,CDIOR,F426045000,ROUGE DIORIFIC 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426044000,CDIOR,F426044000,1/2 GRID DSS2,0348,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426043000,CDIOR,F426043000,1/2 GRID DUMMY,0348,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426042000,CDIOR,F426042000,EYE PENCIL 1/2 GRID DSS2,0154,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426041000,CDIOR,F426041000,LIP PENCIL 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426039000,CDIOR,F426039000,CONCEALER 1/2 GRID DSS2,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,10/3/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426038000,CDIOR,F426038000,AIR FLASH 1/2 GRID DSS2,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426037000,CDIOR,F426037000,5 COLOR 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,8/10/2014,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426036000,CDIOR,F426036000,5 COLOR 1/2 GRID WITH DUMMY,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426035000,CDIOR,F426035000,2 COLOR 1/2 GRID DSS2,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426033000,CDIOR,F426033000,1 COLOR 1/2 GRID W/OUT DUMMY,0174,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-170682030,CDIOR,F170682030,SACHET HIGH DEFINITION SERUM FOUNDA,0211,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,300,0,0,12/9/2009,11/28/2010,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,300,12/9/2009,10-7702,0,,,20903781,,0,0,,
CD-680103000,CDIOR,F680103000,COUNTER DISPLAY WITH TESTER,0104,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,6,0,0,6/28/2009,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,6,6/28/2009,10-PROM,0,,, 2090204,,0,0,,
CD-680097000,CDIOR,F680097000,COUNTER DISPLAY,0108,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,5,0,0,6/28/2009,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,5,6/28/2009,10-PROM,0,,, 2090204,,0,0,,
CD-310045100,CDIOR,F310045100,"DIORSHOW UPDATE SET ADV,MAT CARE TG",1000,,16-120P,,,0,0,0,USD,PCS,1,1,2,0,0,2,0,0,3/16/2010,10/18/2011,0,,0,0,0,1,2,1/1/2018,18-120,19-120,25-120,0,0,2,3/16/2010,10-7790,0,,, 2090277,,0,0,,
CD-072613001P,CDIOR,F072613001P,DIORSHOW BROW STYLER,0200,,16-120D,,,14.92,0,14.92,USD,PCS,1,1,0,0,0,2,0,0,1/8/2014,2/16/2014,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,14.92,14.92,2,1/8/2014,10-9727,0,,, 2131476,,0,0,,
CD-005282009,CDIOR,F005282009,EAU FRAICHE EDT N.SPRAY,0163,,16-120,,,38.45,149.151,149.151,USD,50ML,1,1,10,149.151,149.151,0,0,0,7/5/2009,2/3/2018,0,,246,246,246,1,16,1/1/2018,18-120,19-120,25-120,38.45,149.1506,720,7/5/2009,10-7548,0,,, 2090220,,80,149,3348900925373,
CD-005284009,CDIOR,F005284009,EAU FRAICHE N.SPRAY,0163,,16-120,,,54.99,213.311,213.311,USD,100ML,1,1,1,213.311,213.311,0,0,0,7/5/2009,1/30/2018,0,,355,355,355,1,5,1/1/2018,18-120,19-120,25-120,54.99,213.3106,600,7/5/2009,10-7548,0,,, 2090220,,80,213,3348900925380,
CD-205284009,CDIOR,F205284009,EAU FRAICHE EDT N.SPRAY,0716,,16-120P,,,0,0,0,USD,100ML,1,1,28,0,0,260,0,0,7/5/2009,1/23/2017,0,,0,0,0,1,29,1/1/2018,18-120,19-120,25-120,0,0,260,7/5/2009,10-7548,0,,, 2090220,,0,0,,
CD-310044100,CDIOR,F310044100,L'OR DE VIE UPDATE SET WITHOUT TEST,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,3/16/2010,10/3/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,3/16/2010,10-7790,0,,, 2090221,,0,0,,
CD-681001000,CDIOR,F681001000,REFILL COUNTER DISPLAY,0099,,16-120P,,,0,0,0,USD,PCS,1,1,4,0,0,4,0,0,7/5/2009,,0,,0,0,0,1,4,1/1/2018,18-120,19-120,25-120,0,0,4,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-666142700,CDIOR,F666142700,SKINCARE TOWEL GWP-9,1022,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,56,0,0,12/24/2012,11/22/2013,0,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,56,12/24/2012,10-9098,0,,, 2090338,,0,0,,
CD-006624809P,CDIOR,F006624809P,ABSULUTE EDT INTENSE SPRAY,0153,,16-120D,,,50.41,0,193.384,USD,100ML,1,1,0,0,0,1,0,0,12/24/2012,1/23/2013,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,50.41,193.384,1,12/24/2012,10-9098,0,,, 2090223,,0,0,,
CD-177857020,CDIOR,F177857020,DIORSKIN EXTREME FLUID,1001,,16-120P,,,0,0,0,USD,PCS,1,1,10,0,0,600,0,0,7/28/2009,8/12/2012,0,,0,0,0,1,10,1/1/2018,18-120,19-120,25-120,0,0,600,7/28/2009,10-7563,0,,, 2090244,,0,0,,
CD-099459700,CDIOR,F099459700,BRUSH CLEANSER,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,14,0,0,10/16/2012,11/18/2012,0,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,14,10/16/2012,10-9001,0,,, 2090244,,0,0,,
CD-099455700,CDIOR,F099455700,SPONGE TIP LIP BRUSH(IX50),1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,18,0,0,12/19/2011,6/20/2012,0,,0,0,0,1,0,1/1/2018,18-120,19-120,20-120,0,0,18,12/19/2011,10-8602,0,,, 2090244,,0,0,,
CD-681013000,CDIOR,F681013000,DIOR ADDICT2,0708,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,8,0,0,7/28/2009,7/30/2009,0,,0,0,0,1,0,1/1/2018,18-120,19-120,20-120,0,0,8,7/28/2009,10-7563,0,,, 2090244,,0,0,,
CD-006622809,CDIOR,F006622809,ABSOLUTE INTENSE EDT N.S,0153,,16-120,,,50.28,180.482,194.588,USD,50ML,1,1,4,180.482,180.482,0,0,0,8/22/2013,2/7/2018,0,,292,292,292,1,19,1/1/2018,18-120,19-120,25-120,50.28,194.5876,36,8/22/2013,10-9495,0,,, 2090258,,60,180,3348900930612,
CD-006624809,CDIOR,F006624809,ABSOLUTE INTENSE EDT N.S,0153,,16-120,,,69.97,265.641,270.792,USD,100ML,1,1,8,265.641,265.641,0,0,0,10/14/2013,3/4/2018,0,,410,410,410,1,24,1/1/2018,18-120,19-120,25-120,69.97,270.7916,62,10/14/2013,10-9584,0,,, 2090258,,0,0,3348900930728,
CD-092344002,CDIOR,F092344002,DIOR JAZZCLUB TOTAL EYELOOK M/UP CL,0200,,16-120D,,,42.21,163.435,163.435,USD,PCS,1,1,0,163.435,163.435,0,0,0,8/10/2009,1/29/2013,0,,213.52,314,0,1,0,1/1/2018,18-120,19-120,25-120,42.21,163.4346,180,8/10/2009,10-7580,0,,, 2090258,,80,163,3348900920385,
CD-092344001,CDIOR,F092344001,DIOR JAZZCLUB TOTAL EYELOOK M/UP CL,0200,,16-120D,,,42.21,163.435,163.435,USD,PCS,1,1,0,163.435,163.435,0,0,0,8/10/2009,1/29/2013,0,,213.52,314,0,1,0,1/1/2018,18-120,19-120,25-120,42.21,163.4346,180,8/10/2009,10-7580,0,,, 2090258,,80,163,3348900920378,
CD-077510888,CDIOR,F077510888,DIORLINER PRECISION EYELINER,0200,,16-120,,,23.46,90.284,90.864,USD,PCS,1,1,46,90.284,90.284,0,0,0,7/31/2013,12/22/2015,0,,125,125,125,1,46,1/1/2018,18-120,19-120,25-120,23.46,90.8641,80,7/31/2013,10-9474,0,,, 2090258,,60,90,3348900632547,
CD-077110943,CDIOR,F077110943,LIPLINER PENCIL 943,0223,,16-120,,,15.08,57.615,58.386,USD,PCS,1,1,0,57.615,57.615,0,0,0,7/9/2012,4/23/2014,0,,80.24,118,0,1,0,1/1/2018,18-120,19-120,25-120,15.08,58.3864,8,7/9/2012,10-8902,0,,, 2090258,,60,58,3348900920408,
CD-028501957,CDIOR,F028501957,REFLECT,0230,,16-120D,,,16,61.982,61.951,USD,PCS,1,1,0,61.982,61.982,0,0,0,3/29/2010,1/27/2013,0,,80.92,119,0,1,0,1/1/2018,18-120,19-120,25-120,16,61.9506,9,3/29/2010,10-7839,0,,, 2090258,,70,62,3348900921207,
CD-028501787,CDIOR,F028501787,REFLECT,0230,,16-120D,,,16.01,61.99,61.99,USD,PCS,1,1,0,61.99,61.99,0,0,0,8/10/2009,1/27/2013,0,,80.92,119,0,1,0,1/1/2018,18-120,19-120,25-120,16.01,61.9898,90,8/10/2009,10-7580,0,,, 2090258,,80,62,3348900921191,
CD-015510055,CDIOR,F015510055,2 COLOUR EYESHADOW 055,0200,,16-120D,,,22.6,87.506,87.506,USD,PCS,1,1,5,87.506,87.506,0,0,0,8/10/2009,1/27/2013,0,,121.04,178,0,1,5,1/1/2018,18-120,19-120,25-120,22.6,87.5058,90,8/10/2009,10-7580,0,,, 2090258,,80,88,3348900921153,
CD-014805173,CDIOR,F014805173,5 COLOUR EYESHADOW 173,0200,,16-120D,,,35.36,130.824,136.886,USD,PCS,1,1,0,130.824,130.824,0,0,0,2/3/2010,1/27/2013,0,,178.84,263,0,1,0,1/1/2018,18-120,19-120,25-120,35.36,136.886,24,2/3/2010,10-7764,0,,, 2090320,,70,131,3348900921146,
CD-014707066,CDIOR,F014707066,1 COLOUR EYESHADOW 066,0200,,16-120D,,,18.01,69.734,69.734,USD,PCS,1,1,0,69.734,69.734,0,0,0,8/10/2009,4/23/2014,0,,100.64,148,0,1,0,1/1/2018,18-120,19-120,25-120,18.01,69.7336,72,8/10/2009,10-7580,0,,, 2090258,,80,70,3348900921160,
CD-014707056,CDIOR,F014707056,1 COLOUR EYESHADOW 056,0200,,16-120,,,19.83,71.347,76.81,USD,PCS,1,1,7,71.347,71.347,0,0,0,2/7/2012,4/23/2014,0,,100.64,148,0,1,7,1/1/2018,18-120,19-120,25-120,19.83,76.8095,3,2/7/2012,10-8696,0,,, 2090369,,60,71,3348900921177,
CD-002849993,CDIOR,F002849993,LIP COLOR 993,0250,,16-120D,,,17.61,68.194,68.187,USD,PCS,1,1,0,68.194,68.194,0,0,0,5/25/2010,1/29/2013,0,,89.08,131,0,1,0,1/1/2018,18-120,19-120,25-120,17.61,68.1873,6,5/25/2010,10-7909,0,,, 2090258,,70,68,3348900921238,
CD-002849943,CDIOR,F002849943,LIPCOLOR 943,0250,,16-120D,,,17.61,68.185,68.187,USD,PCS,1,1,0,68.185,68.185,0,0,0,5/25/2010,1/29/2013,0,,89.08,131,0,1,0,1/1/2018,18-120,19-120,25-120,17.61,68.1873,6,5/25/2010,10-7909,0,,, 2090258,,70,68,3348900921252,
CD-002849673,CDIOR,F002849673,LIPCOLOR 673,0250,,16-120D,,,17.61,68.187,68.143,USD,PCS,1,1,0,68.187,68.187,0,0,0,11/2/2010,1/27/2013,0,,89.08,131,0,1,0,1/1/2018,18-120,19-120,25-120,17.61,68.1426,6,11/2/2010,10-8107,0,,, 2090368,,70,68,3348900921245,
CD-002745461,CDIOR,F002745461,CREAMY LIPGLOSS,0243,,16-120D,,,16.94,64.685,65.606,USD,PCS,1,1,3,64.685,64.685,0,0,0,1/27/2011,1/29/2013,0,,85.68,126,0,1,3,1/1/2018,18-120,19-120,25-120,16.94,65.6057,3,1/27/2011,10-8201,0,,, 2090367,,70,65,3348900920330,
CD-002745431,CDIOR,F002745431,CREAMY LIPGLOSS,0243,,16-120D,,,16.01,61.99,61.99,USD,PCS,1,1,0,61.99,61.99,0,0,0,8/10/2009,4/23/2014,0,,85.68,126,0,1,0,1/1/2018,18-120,19-120,25-120,16.01,61.9898,120,8/10/2009,10-7580,0,,, 2090258,,80,62,3348900920323,
CD-000295981,CDIOR,F000295981,LONG WEARING NAIL LACQUER,0231,,16-120D,,,14.52,55.661,55.702,USD,PCS,1,1,0,55.661,55.661,0,0,0,8/2/2010,4/23/2014,0,,73.44,108,0,1,0,1/1/2018,18-120,19-120,25-120,14.52,55.7019,48,8/2/2010,10-7975,0,,, 2090367,,70,56,3348900920347,
CD-072613001,CDIOR,F072613001,D/SHOW BROW STYLER U/FINE PRECN B/P,0200,,16-120,,,17.46,66.867,66.854,USD,PCS,1,1,40,66.867,66.867,0,0,0,3/8/2016,3/5/2018,0,,85,125,0,1,41,1/1/2018,18-120,19-120,25-120,17.46,66.8543,16,3/8/2016,10-2663,0,,, 2141675,,0,0,3348900923799,
CD-680119000,CDIOR,F680119000,ABSOLUTE COUNTER DISPLAY WITH TESTE,0134,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,10,0,0,8/10/2009,8/24/2009,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,10,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-601064000,CDIOR,F601064000,BAR FAHRENHETT ABSOLUTE INTENSE,0134,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,6,0,0,8/10/2009,10/5/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,6,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-206624809,CDIOR,F206624809,FAHRENHEIT ABSOLUTE INTENSE EDT N.S,0132,,16-120P,,,0,0,0,USD,100ML,1,1,-7,0,0,6,0,0,10/14/2013,1/30/2014,0,,0,0,0,1,-7,1/1/2018,18-120,19-120,25-120,0,0,6,10/14/2013,10-9584,0,,, 2090259,,0,0,,
CD-106621000,CDIOR,F106621000,FAHRENHEIT ABSOLUTE INTENSE EDT,0131,,16-120P,,,0,0,0,USD,1ML,1,1,20,0,0,2600,0,0,1/13/2011,2/10/2014,0,,0,0,0,1,30,1/1/2018,18-120,19-120,25-120,0,0,2600,1/13/2011,10-8153,0,,,20903781,,0,0,,
CD-426072001,CDIOR,F426072001,NEW LOOKUPDATE SET WITH TESTER,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,8/10/2009,2/21/2010,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-688090101,CDIOR,F688090101,FALL LOOK TESTERS BOX-09,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,3,0,0,8/10/2009,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,3,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-681090102,CDIOR,F681090102,FALL LOOK COUNTER DISPLAY,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,3,0,0,8/10/2009,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,3,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-426512101,CDIOR,F426512101,TESTER BOX MONOBLOCK UPDATE SET,1000,,16-120P,,,0,0,0,USD,PCS,1,1,25,0,0,27,0,0,8/10/2009,8/18/2009,0,,0,0,0,1,25,1/1/2018,18-120,19-120,25-120,0,0,27,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-426072100,CDIOR,F426072100,MONOBLOCK FALL LOOK UPDATE SET,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,20,0,0,8/10/2009,2/21/2010,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,20,8/10/2009,10-7580,0,,, 2090259,,0,0,,
CD-272613001,CDIOR,F272613001,D/BROW STYLER ULT.FINE PRECIS BROW,0152,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,3/9/2016,3/17/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,3/9/2016,10-2663,0,,, 2141691,,0,0,,
CD-310017800,CDIOR,F310017800,DISPLAY MATLS DIORSHOW BROW STYLER,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,27,0,0,8/10/2009,10/3/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,27,8/10/2009,10-7580,0,,, 2090258,,0,0,,
CD-200295671,CDIOR,F200295671,LONG WEARING NAIL LACQUER,0182,,16-120P,,,0,0,0,USD,PCS,1,1,20,0,0,30,0,0,8/10/2009,2/19/2014,0,,0,0,0,1,20,1/1/2018,18-120,19-120,25-120,0,0,30,8/10/2009,10-7580,0,,, 2090258,,0,0,,
CD-200295981,CDIOR,F200295981,LONG WEARING NAIL LACQUER,0182,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,18,0,0,8/2/2010,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,18,8/2/2010,10-7975,0,,, 2090258,,0,0,,
CD-202745431,CDIOR,F202745431,ROUGE DIOR CREAMY LIPGLOSS,0172,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,8/10/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,8/10/2009,10-7580,0,,, 2090258,,0,0,,
